116190,101038
116347,101038
116607,101038
116185,101038
116461,101038
116055,101038
116075,101038
116683,101038
116340,101038
116805,101038
116166,101038
116822,101038
116298,101038
116641,101038
116845,101038
116605,101038
116090,101038
116090,101033
116204,101038
116204,101033
116216,101038
116216,101033
116216,101040
116430,101038
116430,101033
116430,101040
116760,101038
116760,101033
116760,101040
116678,101038
116678,101033
116678,101040
116254,101038
116254,101033
116254,101040
116088,101038
116088,101033
116088,101040
116234,101038
116234,101033
116234,101040
116386,101038
116386,101033
116386,101040
116571,101038
116571,101033
116571,101040
116082,101038
116082,101033
116082,101040
116554,101038
116554,101033
116554,101040
116111,101038
116111,101033
116111,101040
116749,101038
116749,101033
116749,101040
116749,101035
116826,101038
116826,101033
116826,101040
116826,101035
116791,101038
116791,101033
116791,101040
116791,101035
116598,101038
116598,101033
116598,101040
116598,101035
116226,101038
116226,101033
116226,101040
116226,101035
116643,101038
116643,101033
116643,101040
116643,101035
116296,101038
116296,101033
116296,101040
116296,101035
116381,101038
116381,101033
116381,101040
116381,101035
116595,101038
116595,101033
116595,101040
116595,101035
116247,101038
116247,101033
116247,101040
116247,101035
116694,101038
116694,101033
116694,101040
116694,101035
116787,101038
116787,101033
116787,101040
116787,101035
116150,101038
116150,101033
116150,101040
116150,101035
116591,101038
116591,101033
116591,101040
116591,101035
116356,101038
116356,101033
116356,101040
116356,101035
116669,101038
116669,101033
116669,101040
116669,101035
116660,101038
116660,101033
116660,101040
116660,101035
116619,101038
116619,101033
116619,101040
116619,101035
116223,101038
116223,101033
116223,101040
116223,101035
116223,101037
116256,101038
116256,101033
116256,101040
116256,101035
116256,101037
116710,101038
116710,101033
116710,101040
116710,101035
116710,101037
116066,101038
116066,101033
116066,101040
116066,101035
116066,101037
116550,101038
116550,101033
116550,101040
116550,101035
116550,101037
116550,101031
116252,101038
116252,101033
116252,101040
116252,101035
116252,101037
116252,101031
116661,101038
116661,101033
116661,101040
116661,101035
116661,101037
116661,101031
116538,101038
116538,101033
116538,101040
116538,101035
116538,101037
116538,101031
116099,101038
116099,101033
116099,101040
116099,101035
116099,101037
116099,101031
116099,101034
116609,101038
116609,101033
116609,101040
116609,101035
116609,101037
116609,101031
116609,101034
116832,101038
116832,101033
116832,101040
116832,101035
116832,101037
116832,101031
116832,101034
116411,101038
116411,101033
116411,101040
116411,101035
116411,101037
116411,101031
116411,101034
116553,101038
116553,101033
116553,101040
116553,101035
116553,101037
116553,101031
116553,101034
116553,101036
116644,101038
116644,101033
116644,101040
116644,101035
116644,101037
116644,101031
116644,101034
116644,101036
116108,101038
116108,101033
116108,101040
116108,101035
116108,101037
116108,101031
116108,101034
116108,101036
116434,101038
116434,101033
116434,101040
116434,101035
116434,101037
116434,101031
116434,101034
116434,101036
116803,101038
116803,101033
116803,101040
116803,101035
116803,101037
116803,101031
116803,101034
116803,101036
116812,101038
116812,101033
116812,101040
116812,101035
116812,101037
116812,101031
116812,101034
116812,101036
116740,101038
116740,101033
116740,101040
116740,101035
116740,101037
116740,101031
116740,101034
116740,101036
116433,101038
116433,101033
116433,101040
116433,101035
116433,101037
116433,101031
116433,101034
116433,101036
116432,101038
116432,101033
116432,101040
116432,101035
116432,101037
116432,101031
116432,101034
116432,101036
116811,101038
116811,101033
116811,101040
116811,101035
116811,101037
116811,101031
116811,101034
116811,101036
116079,101038
116079,101033
116079,101040
116079,101035
116079,101037
116079,101031
116079,101034
116079,101036
116739,101038
116739,101033
116739,101040
116739,101035
116739,101037
116739,101031
116739,101034
116739,101036
116380,101038
116380,101033
116380,101040
116380,101035
116380,101037
116380,101031
116380,101034
116380,101036
116622,101038
116622,101033
116622,101040
116622,101035
116622,101037
116622,101031
116622,101034
116622,101036
116372,101038
116372,101033
116372,101040
116372,101035
116372,101037
116372,101031
116372,101034
116372,101036
116161,101038
116161,101033
116161,101040
116161,101035
116161,101037
116161,101031
116161,101034
116161,101036
116191,101038
116191,101033
116191,101040
116191,101035
116191,101037
116191,101031
116191,101034
116191,101036
116549,101038
116549,101033
116549,101040
116549,101035
116549,101037
116549,101031
116549,101034
116549,101036
116600,101038
116600,101033
116600,101040
116600,101035
116600,101037
116600,101031
116600,101034
116600,101036
116679,101038
116679,101033
116679,101040
116679,101035
116679,101037
116679,101031
116679,101034
116679,101036
116285,101038
116285,101033
116285,101040
116285,101035
116285,101037
116285,101031
116285,101034
116285,101036
116420,101038
116420,101033
116420,101040
116420,101035
116420,101037
116420,101031
116420,101034
116420,101036
116420,101039
116807,101038
116807,101033
116807,101040
116807,101035
